Group,Genus species,brain mass,Ref. brain mass,body mass,Ref. body mass,hibernation,Ref. hibernation,diurnality,Ref. diurnality,substrate use,Ref. substrate use,diet,Ref. diet,mid-latitude of geographical distribution ,Ref. mid-latitude of geographical distribution
Chiroptera,Sphaerias blanfordi,0.83,Baron et al 1996,29.50,Baron et al 1996,0,Botero et al 2013,0,Wilman et al 2014,5,Jones et al 2009,2,Wilman et al 2014,25.28,Jones et al 2009
Chiroptera,Sturnira lilium,0.62,Baron et al 1996,20.20,Baron et al 1996,0,Botero et al 2013,0,Animal Diversity Web,5,Jones et al 2009,2,Animal Diversity Web,-2.47,Jones et al 2009
Cingulata,Dasypus novemcinctus,14.10,Crile and Quiring 1940,4147.00,Crile and Quiring 1940,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,3,Animal Diversity Web,4.48,Jones et al 2009
Cingulata,Euphractus sexcinctus,33.50,Warncke 1908,7990.00,Warncke 1908,0,Botero et al 2013,1,Animal Diversity Web,2,Animal Diversity Web,3,Animal Diversity Web,-16.24,Jones et al 2009
Dasyuromorphia,Antechinomys laniger,0.47,Ashwell 2008 and Weisbecker 2014,25.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,4,Animal Diversity Web,-27.09,Jones et al 2009
Dasyuromorphia,Antechinus bellus,0.63,Ashwell 2008 and Weisbecker 2014,45.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Wilman et al 2014,3,Jones et al 2009,4,Wilman et al 2014,-12.91,Jones et al 2009
Dasyuromorphia,Antechinus flavipes,0.64,Ashwell 2008 and Weisbecker 2014,45.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Wilman et al 2014,3,Jones et al 2009,4,Wilman et al 2014,-26.92,Jones et al 2009
Dasyuromorphia,Antechinus leo,0.75,Ashwell 2008 and Weisbecker 2014,74.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Wilman et al 2014,3,Jones et al 2009,4,Wilman et al 2014,-13.08,Jones et al 2009
Dasyuromorphia,Antechinus minimus,0.74,Ashwell 2008 and Weisbecker 2014,53.50,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Wilman et al 2014,3,Jones et al 2009,4,Wilman et al 2014,-40.20,Jones et al 2009
Dasyuromorphia,Antechinus stuartii,0.76,Ashwell 2008 and Weisbecker 2014,27.50,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,3,Heldstab et al 2016,4,Wilman et al 2014,-26.74,Jones et al 2009
Dasyuromorphia,Antechinus swainsonii,1.09,Ashwell 2008 and Weisbecker 2014,53.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,4,Animal Diversity Web,-34.87,Jones et al 2009
Dasyuromorphia,Dasycercus cristicauda,1.24,Ashwell 2008 and Weisbecker 2014,90.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,4,Animal Diversity Web,-25.02,Jones et al 2009
Dasyuromorphia,Dasykaluta rosamondae,0.54,Ashwell 2008 and Weisbecker 2014,35.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,3,Animal Diversity Web,4,Wilman et al 2014,-22.58,Jones et al 2009
Dasyuromorphia,Dasyuroides byrnei,1.50,Ashwell 2008 and Weisbecker 2014,110.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,2,Animal Diversity Web,4,Animal Diversity Web,-26.08,Jones et al 2009
Dasyuromorphia,Dasyurus albopunctatus,3.79,Ashwell 2008 and Weisbecker 2014,627.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Jones et al 2009,4,Jones et al 2009,-5.69,Jones et al 2009
Dasyuromorphia,Dasyurus geoffroii,5.17,Ashwell 2008 and Weisbecker 2014,1100.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,4,Animal Diversity Web,-33.17,Jones et al 2009
Dasyuromorphia,Dasyurus hallucatus,3.38,Ashwell 2008 and Weisbecker 2014,525.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Jones et al 2009,4,Jones et al 2009,-18.00,Jones et al 2009
Dasyuromorphia,Dasyurus maculatus,8.38,Graber and Heldstab unpublished data,5500.00,Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,4,Jones et al 2009,4,Animal Diversity Web,-28.90,Jones et al 2009
Dasyuromorphia,Dasyurus viverrinus,5.33,Ashwell 2008 and Weisbecker 2014,1090.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,4,Animal Diversity Web,-41.61,Jones et al 2009
Dasyuromorphia,Murexechinus melanurus,0.65,Ashwell 2008 and Weisbecker 2014,31.00,Ashwell 2008 and Weisbecker 2013,0,Geiser1998,0,Jones et al 2009,3,Jones et al 2009,4,Wilman et al 2014,-5.66,Jones et al 2009
Dasyuromorphia,Myoictis melas,2.05,Ashwell 2008 and Weisbecker 2014,91.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,4,Wilman et al 2014,-4.62,Jones et al 2009
Dasyuromorphia,Myrmecobius fasciatus,4.25,Ashwell 2008 and Weisbecker 2014,471.50,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,1,Animal Diversity Web,3,Jones et al 2009,4,Wilman et al 2014,-33.82,Jones et al 2009
Dasyuromorphia,Neophascogale lorentzi,2.45,Ashwell 2008 and Weisbecker 2014,206.40,Ashwell 2008 and Weisbecker 2013,0,Geiser1998,1,Wilman et al 2014,4,Jones et al 2009,4,Wilman et al 2014,-4.95,Jones et al 2009
Dasyuromorphia,Ningaui ridei,0.24,Ashwell 2008 and Weisbecker 2014,9.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,4,Wilman et al 2014,-23.98,Jones et al 2009
Dasyuromorphia,Ningaui yvonnae,0.26,Ashwell 2008 and Weisbecker 2014,8.00,Ashwell 2008 and Weisbecker 2013,0,Ruf and Geiser 2014,0,Jones et al 2009,3,Jones et al 2009,4,Animal Diversity Web,-31.98,Jones et al 2009
Dasyuromorphia,Paramurexia rothschildi,1.05,Ashwell 2008 and Weisbecker 2014,62.00,Ashwell 2008 and Weisbecker 2013,0,Geiser1998,1,Wilman et al 2014,3,Jones et al 2009,4,Wilman et al 2014,-5.14,Jones et al 2009
Dasyuromorphia,Parantechinus apicalis,1.20,Ashwell 2008 and Weisbecker 2014,69.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,4,Animal Diversity Web,-34.22,Jones et al 2009
Dasyuromorphia,Phascogale calura,0.91,Ashwell 2008 and Weisbecker 2014,51.50,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,4,Jones et al 2009,4,Wilman et al 2014,-32.64,Jones et al 2009
Dasyuromorphia,Phascogale tapoatafa,1.81,Ashwell 2008 and Weisbecker 2014,193.50,Ashwell 2008 and Weisbecker 2013,0,Geiser1998,0,Jones et al 2009,3,Jones et al 2009,4,Animal Diversity Web,-24.57,Jones et al 2009
Dasyuromorphia,Phascolosorex dorsalis,1.11,Ashwell 2008 and Weisbecker 2014,47.50,Ashwell 2008 and Weisbecker 2013,0,Geiser1998,0,Wilman et al 2014,3,Jones et al 2009,3,Wilman et al 2014,-5.00,Jones et al 2009
Dasyuromorphia,Phascomurexia naso,0.77,Ashwell 2008 and Weisbecker 2014,48.50,Ashwell 2008 and Weisbecker 2013,0,Geiser1998,1,Wilman et al 2014,4,Jones et al 2009,4,Wilman et al 2014,-4.98,Jones et al 2009
Dasyuromorphia,Planigale gilesi,0.17,Ashwell 2008 and Weisbecker 2014,9.20,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,4,Wilman et al 2014,-29.48,Jones et al 2009
Dasyuromorphia,Planigale ingrami,0.15,Ashwell 2008 and Weisbecker 2014,4.25,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,4,Animal Diversity Web,-18.58,Jones et al 2009
Dasyuromorphia,Planigale maculata,0.20,Ashwell 2008 and Weisbecker 2014,11.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,4,Wilman et al 2014,-21.90,Jones et al 2009
Dasyuromorphia,Planigale novaeguineae,0.27,Ashwell 2008 and Weisbecker 2014,14.90,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,4,Wilman et al 2014,-9.16,Jones et al 2009
Dasyuromorphia,Planigale tenuirostris,0.14,Ashwell 2008 and Weisbecker 2014,6.05,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Jones et al 2009,4,Animal Diversity Web,-28.53,Jones et al 2009
Dasyuromorphia,Pseudantechinus bilarni,0.65,Ashwell 2008 and Weisbecker 2014,27.50,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,4,Wilman et al 2014,-14.77,Jones et al 2009
Dasyuromorphia,Pseudantechinus macdonnellensis,0.49,Ashwell 2008 and Weisbecker 2014,32.50,Ashwell 2008 and Weisbecker 2013,0,Geiser1998,0,Jones et al 2009,3,Jones et al 2009,4,Wilman et al 2014,-22.83,Jones et al 2009
Dasyuromorphia,Sarcophilus harrisii,16.09,Ashwell 2008 and Weisbecker 2014,8000.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,4,Animal Diversity Web,-42.14,Jones et al 2009
Dasyuromorphia,Sminthopsis butleri,0.35,Ashwell 2008 and Weisbecker 2014,13.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,4,Wilman et al 2014,-13.01,Jones et al 2009
Dasyuromorphia,Sminthopsis crassicaudata,0.36,Ashwell 2008 and Weisbecker 2014,15.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Wilman et al 2014,3,Heldstab et al 2016,3,Wilman et al 2014,-28.79,Jones et al 2009
Dasyuromorphia,Sminthopsis douglasi,0.35,Ashwell 2008 and Weisbecker 2014,55.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,4,Wilman et al 2014,-20.10,Jones et al 2009
Dasyuromorphia,Sminthopsis griseoventer,0.49,Ashwell 2008 and Weisbecker 2014,17.50,Ashwell 2008 and Weisbecker 2013,0,Geiser1998,0,Jones et al 2009,3,Jones et al 2009,4,Wilman et al 2014,-32.04,Jones et al 2009
Dasyuromorphia,Sminthopsis hirtipes,0.41,Ashwell 2008 and Weisbecker 2014,19.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,4,Wilman et al 2014,-27.12,Jones et al 2009
Dasyuromorphia,Sminthopsis leucopus,0.41,Ashwell 2008 and Weisbecker 2014,22.50,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,4,Wilman et al 2014,-39.14,Jones et al 2009
Dasyuromorphia,Sminthopsis macroura,0.40,Ashwell 2008 and Weisbecker 2014,20.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,4,Animal Diversity Web,-24.29,Jones et al 2009
Dasyuromorphia,Sminthopsis murina,0.44,Ashwell 2008 and Weisbecker 2014,17.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,4,Wilman et al 2014,-27.47,Jones et al 2009
Dasyuromorphia,Sminthopsis virginiae,0.34,Ashwell 2008 and Weisbecker 2014,46.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,4,Wilman et al 2014,-13.86,Jones et al 2009
Dermoptera,Galeopterus variegates,7.16,Isler and van Schaik 2009,1375.00,Isler and van Schaik 2009,0,Geiser1998,0,Animal Diversity Web,4,Animal Diversity Web,1,Animal Diversity Web,3.05,Jones et al 2009
Didelphimorphia,Caluromys derbianus,3.40,Ashwell 2008 and Weisbecker 2014,318.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Wilman et al 2014,4,Animal Diversity Web,3,Animal Diversity Web,8.90,Jones et al 2009
Didelphimorphia,Caluromys philander,2.40,Graber and Heldstab unpublished data,188.50,Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,4,Heldstab et al 2016,3,Wilman et al 2014,-6.19,Jones et al 2009
Didelphimorphia,Didelphis aurita,6.00,Graber and Heldstab unpublished data,1105.88,Botero et al 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,3,Animal Diversity Web,-17.68,Jones et al 2009
Didelphimorphia,Didelphis marsupialis,5.92,Graber and Heldstab unpublished data,1620.00,Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,4,Heldstab et al 2016,3,Wilman et al 2014,2.79,Jones et al 2009
Didelphimorphia,Didelphis virginiana,7.00,Graber and Heldstab unpublished data,1900.00,Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,3,Animal Diversity Web,27.61,Jones et al 2009
Didelphimorphia,Marmosa mexicana,1.00,Ashwell 2008 and Weisbecker 2014,49.50,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,4,Jones et al 2009,4,Animal Diversity Web,15.53,Jones et al 2009
Didelphimorphia,Marmosa murina,1.10,Ashwell 2008 and Weisbecker 2014,45.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,4,Jones et al 2009,4,Animal Diversity Web,-5.88,Jones et al 2009
Didelphimorphia,Marmosa robinsoni,0.70,Ashwell 2008 and Weisbecker 2014,60.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,4,Jones et al 2009,4,Animal Diversity Web,7.11,Jones et al 2009
Didelphimorphia,Marmosa rubra,1.20,Ashwell 2008 and Weisbecker 2014,61.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,4,Jones et al 2009,3,Animal Diversity Web,-4.12,Jones et al 2009
Didelphimorphia,Metachirus nudicaudatus,3.50,Ashwell 2008 and Weisbecker 2014,300.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,4,Animal Diversity Web,-5.33,Jones et al 2009
Didelphimorphia,Monodelphis brevicaudata,0.90,Ashwell 2008 and Weisbecker 2014,70.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,4,Animal Diversity Web,4,Animal Diversity Web,1.50,IUCN 2017
Didelphimorphia,Philander opossum,3.83,Ashwell 2008 and Weisbecker 2014,450.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,3,Heldstab et al 2016,3,Wilman et al 2014,-3.22,IUCN 2017
Didelphimorphia,Thylamys elegans,0.71,Ashwell 2008 and Weisbecker 2014,25.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,4,Jones et al 2009,4,Animal Diversity Web,-33.90,IUCN 2017
Diprotodontia,Aepyprymnus rufescens,12.30,Ashwell 2008 and Weisbecker 2014,1693.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,3,Animal Diversity Web,-26.20,Jones et al 2009
Diprotodontia,Bettongia gaimardi,11.70,Ashwell 2008 and Weisbecker 2014,1273.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Wilman et al 2014,3,Jones et al 2009,1,Wilman et al 2014,-42.12,Jones et al 2009
Diprotodontia,Bettongia penicillata,9.56,Ashwell 2008 and Weisbecker 2014,981.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Wilman et al 2014,3,Jones et al 2009,1,Wilman et al 2014,-33.73,Jones et al 2009
Diprotodontia,Burramys parvus,1.00,Ashwell 2008 and Weisbecker 2014,41.50,Ashwell 2008 and Weisbecker 2013,1,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,3,Animal Diversity Web,-36.29,Jones et al 2009
Diprotodontia,Cercartetus concinnus,0.30,Ashwell 2008 and Weisbecker 2014,13.00,Ashwell 2008 and Weisbecker 2013,1,Geiser and Körtner 2010,1,Animal Diversity Web,4,Animal Diversity Web,4,Animal Diversity Web,-33.82,Jones et al 2009
Diprotodontia,Cercartetus lepidus,0.36,Ashwell 2008 and Weisbecker 2014,7.00,Ashwell 2008 and Weisbecker 2013,1,Geiser and Körtner 2010,0,Animal Diversity Web,3,Animal Diversity Web,3,Animal Diversity Web,-38.97,Jones et al 2009
Diprotodontia,Cercartetus nanus,0.43,Ashwell 2008 and Weisbecker 2014,24.00,Ashwell 2008 and Weisbecker 2013,1,Geiser and Körtner 2010,0,Animal Diversity Web,3,Animal Diversity Web,1,Animal Diversity Web,-35.06,Jones et al 2009
Diprotodontia,Dactylopsila trivirgata,5.83,Ashwell 2008 and Weisbecker 2014,423.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,4,Animal Diversity Web,4,Animal Diversity Web,-9.50,Jones et al 2009
Diprotodontia,Dendrolagus bennettianus,18.50,Ashwell 2008 and Weisbecker 2014,2078.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,4,Animal Diversity Web,1,Animal Diversity Web,-16.49,Jones et al 2009
Diprotodontia,Dendrolagus dorianus,32.30,Ashwell 2008 and Weisbecker 2014,7897.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,4,Jones et al 2009,1,Animal Diversity Web,-6.62,Jones et al 2009
Diprotodontia,Dendrolagus goodfellowi,28.40,Ashwell 2008 and Weisbecker 2014,5968.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,4,Animal Diversity Web,1,Animal Diversity Web,-7.19,Jones et al 2009
Diprotodontia,Dendrolagus inustus,30.10,Ashwell 2008 and Weisbecker 2014,10119.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,4,Animal Diversity Web,1,Animal Diversity Web,-2.05,Jones et al 2009
Diprotodontia,Dendrolagus lumholtzi,26.20,Ashwell 2008 and Weisbecker 2014,4366.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,4,Animal Diversity Web,1,Animal Diversity Web,-18.51,Jones et al 2009
Diprotodontia,Dendrolagus matschiei,27.50,Ashwell 2008 and Weisbecker 2014,4160.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,4,Animal Diversity Web,1,Animal Diversity Web,-6.13,Jones et al 2009
Diprotodontia,Dendrolagus spadix,28.50,Ashwell 2008 and Weisbecker 2014,4947.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,4,Jones et al 2009,1,Jones et al 2009,-7.26,Jones et al 2009
Diprotodontia,Dendrolagus ursinus,26.30,Ashwell 2008 and Weisbecker 2014,5009.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,4,Jones et al 2009,1,Jones et al 2009,-1.13,Jones et al 2009
Diprotodontia,Distoechurus pennatus,0.94,Ashwell 2008 and Weisbecker 2014,50.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,4,Animal Diversity Web,3,Animal Diversity Web,-5.55,Jones et al 2009
Diprotodontia,Dorcopsis hageni,22.50,Ashwell 2008 and Weisbecker 2014,5500.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,1,Jones et al 2009,3,Jones et al 2009,1,Jones et al 2009,-4.86,Jones et al 2009
Diprotodontia,Dorcopsis luctuosa,20.60,Ashwell 2008 and Weisbecker 2014,6350.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,1,Animal Diversity Web,-5.62,Jones et al 2009
Diprotodontia,Dorcopsis muelleri,20.40,Ashwell 2008 and Weisbecker 2014,3150.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Wilman et al 2014,3,Jones et al 2009,1,Jones et al 2009,-2.90,Jones et al 2009
Diprotodontia,Dorcopsulus macleayi,13.50,Ashwell 2008 and Weisbecker 2014,2500.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,1,Animal Diversity Web,-8.04,Jones et al 2009
Diprotodontia,Dorcopsulus vanheurni,11.80,Ashwell 2008 and Weisbecker 2014,1546.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,3,Jones et al 2009,1,Jones et al 2009,-6.68,Jones et al 2009
Diprotodontia,Gymnobelideus leadbeateri,2.85,Ashwell 2008 and Weisbecker 2014,90.50,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,4,Jones et al 2009,4,Animal Diversity Web,-37.49,Jones et al 2009
Diprotodontia,Hemibelideus lemuroides,3.15,Ashwell 2008 and Weisbecker 2014,496.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,4,Animal Diversity Web,1,Animal Diversity Web,-17.81,Jones et al 2009
Diprotodontia,Lagorchestes conspicillatus,14.00,Ashwell 2008 and Weisbecker 2014,2015.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Wilman et al 2014,3,Jones et al 2009,1,Wilman et al 2014,-19.24,Jones et al 2009
Diprotodontia,Lasiorhinus latifrons,55.50,Ashwell 2008 and Weisbecker 2014,19264.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,2,Heldstab et al 2016,1,Animal Diversity Web,-32.27,Jones et al 2009
Diprotodontia,Macropus agilis,33.30,Graber and Heldstab unpublished data,14066.00,Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,1,Animal Diversity Web,-15.14,Jones et al 2009
Diprotodontia,Macropus antilopinus,56.80,Ashwell 2008 and Weisbecker 2014,27250.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,1,Animal Diversity Web,-14.24,Jones et al 2009
Diprotodontia,Macropus dorsalis,29.20,Ashwell 2008 and Weisbecker 2014,8728.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,1,Animal Diversity Web,-25.38,Jones et al 2009
Diprotodontia,Macropus eugenii,23.70,Ashwell 2008 and Weisbecker 2014,4425.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,1,Animal Diversity Web,-32.25,Jones et al 2009
Diprotodontia,Macropus fuliginosus,58.00,Ashwell 2008 and Weisbecker 2014,28850.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Jones et al 2009,3,Animal Diversity Web,1,Animal Diversity Web,-32.50,Jones et al 2009
Diprotodontia,Macropus giganteus,69.80,Ashwell 2008 and Weisbecker 2014,26400.00,Ashwell 2008 and Weisbecker 2013,0,Botero et al 2013,0,Animal Diversity Web,3,Animal Diversity Web,1,Animal Diversity Web,-28.22,Jones et al 2009
